Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Fatal.Serious,Plane.Type
20070716X00937,Accident,MIA07FA117,2007-07-09,"NICHOLS, FL",United States,Fatal(2),Airplane,N387RP,PIPER,PA-30,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,PIPER PA-30
20070711X00915,Accident,CHI07LA204,2007-07-09,"EDGERTON, WI",United States,Non-Fatal,Airplane,N2579R,CESSNA,182K,No,Part 91: General Aviation,0.0,0.0,1.0,2.0,0.0,CESSNA 182K
20070815X01190,Accident,LAX07CA211,2007-07-09,"Mukilteo, WA",United States,Non-Fatal,Airplane,N3964M,PIPER,PA-12,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,1.0,PIPER PA-12
20070820X01209,Accident,DEN07CA117,2007-07-10,"MONTPELIER, VT",United States,Non-Fatal,Airplane,N9890H,CESSNA,182R,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182R
20070723X00973,Accident,NYC07MA162,2007-07-10,"Sanford, FL",United States,Fatal(5),Airplane,N501N,CESSNA,310R,No,Part 91: General Aviation,5.0,4.0,0.0,0.0,9.0,CESSNA 310R
20070803X01097,Accident,CHI07CA206,2007-07-11,"ALICIA, AR",United States,Non-Fatal,Airplane,N8066K,GRUMMAN,G-164B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,GRUMMAN G-164B
20070721X00971,Incident,NYC07IA164,2007-07-11,"Orlando, FL",United States,Incident,Airplane,N105GC,PIPER,PA-31-350,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-31-350
20070806X01111,Accident,NYC07LA166,2007-07-12,"ENTERPRISE, AL",United States,Non-Fatal,Airplane,N4043P,PIPER,PA-23-160,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,PIPER PA-23-160
20070911X01360,Accident,MIA07CA119,2007-07-12,"Atlanta, GA",United States,Non-Fatal,Airplane,N865DA,BOEING,777-232,No,Part 121: Air Carrier,0.0,1.0,0.0,250.0,1.0,BOEING 777-232
20070730X01061,Accident,SEA07CA194,2007-07-13,"JORDAN, MT",United States,Non-Fatal,Airplane,N7145Z,PIPER,PA-18-150,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-18-150
20070808X01142,Accident,SEA07CA197,2007-07-14,"ASTORIA, OR",United States,Non-Fatal,Airplane,N233KS,CESSNA,182S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 182S
20070807X01127,Accident,DEN07CA121,2007-07-14,"MARBLE, CO",United States,Non-Fatal,Airplane,N3196D,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 180
20070803X01099,Accident,CHI07CA216,2007-07-14,"MADISON, SD",United States,Non-Fatal,Airplane,N3306D,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 180
20070829X01268,Accident,CHI07CA210,2007-07-14,"OELWEIN, IA",United States,Non-Fatal,Airplane,N7034Y,BOEING,A-75N1,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BOEING A-75N1
20070731X01066,Accident,SEA07CA206,2007-07-15,"ONTARIO, OR",United States,Non-Fatal,Airplane,N7474L,PIPER,PA-18-150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-18-150
20070808X01141,Accident,SEA07CA198,2007-07-15,"LEADORE, ID",United States,Non-Fatal,Airplane,N2625G,CESSNA,182B,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 182B
20070806X01121,Accident,NYC07LA168,2007-07-15,"E.STROUDSBURG, PA",United States,Non-Fatal,Airplane,N7389J,PIPER,PA-28-140,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,1.0,PIPER PA-28-140
20071106X01741,Accident,DFW07CA163,2007-07-15,"THROCKMORTON, TX",United States,Non-Fatal,Airplane,N13441,CESSNA,172M,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172M
20070831X01288,Accident,CHI07CA214,2007-07-15,"SHELDON, IL",United States,Non-Fatal,Airplane,N8449K,GRUMMAN,G-164B,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,GRUMMAN G-164B
20070829X01267,Accident,CHI07CA209,2007-07-15,"LIGNITE, ND",United States,Non-Fatal,Airplane,N8841S,AIR TRACTOR,AT-301,No,Part 137: Agricultural,0.0,1.0,0.0,0.0,1.0,AIR TRACTOR AT-301
20070828X01257,Accident,ATL07CA105,2007-07-15,"BEVERLY, MA",United States,Non-Fatal,Airplane,N13151,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20070803X01101,Accident,CHI07CA218,2007-07-16,"NEW HARTFORD, MO",United States,Non-Fatal,Airplane,N4412Q,CESSNA,188A,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,CESSNA 188A
20070902X01294,Accident,NYC07CA165,2007-07-17,"Uxbridge, MA",United States,Non-Fatal,Airplane,N7088H,PIPER,J3C-65,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER J3C-65
20070808X01145,Accident,SEA07CA207,2007-07-18,"PAHOKEE, FL",United States,Non-Fatal,Airplane,N907JW,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172S
20070902X01295,Accident,NYC07CA169,2007-07-18,"VERO BEACH, FL",United States,Non-Fatal,Airplane,N93574,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20070803X01103,Accident,CHI07CA222,2007-07-19,"WALDRON, MO",United States,Non-Fatal,Airplane,N5571G,CESSNA,150J,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150J
20070829X01271,Accident,LAX07CA224,2007-07-20,"WOODLAND, CA",United States,Non-Fatal,Airplane,N531M,CESSNA,150M,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,CESSNA 150M
20070912X01389,Accident,CHI07CA251,2007-07-20,"SCRIBNER, NE",United States,Non-Fatal,Airplane,N4802H,PIPER,PA-17,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-17
20071001X01481,Accident,LAX07CA230,2007-07-23,"YELLOW PINE, ID",United States,Non-Fatal,Airplane,N6056Y,BEECH,V35B,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH V35B
20071129X01873,Accident,CHI07CA227,2007-07-23,"PROPHETSTOWN, IL",United States,Non-Fatal,Airplane,N628JP,AIR TRACTOR,AT-602,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-602
20070829X01269,Accident,LAX07CA226,2007-07-23,"Taylor, AZ",United States,Non-Fatal,Airplane,N6005X,BEECH,C23,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH C23
20081219X65340,Incident,ENG07WA040,2007-07-23,"Indian Ocean, Unknown",Unknown,Incident,Airplane,,AIRBUS,A330,No,"Non-U.S., Commercial",0.0,0.0,0.0,0.0,0.0,AIRBUS A330
20070824X01237,Accident,SEA07CA216,2007-07-24,"BAKER CITY, OR",United States,Non-Fatal,Airplane,N7380S,CESSNA,182P,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182P
20070813X01172,Accident,DFW07CA177,2007-07-25,"KIRBYVILLE, TX",United States,Non-Fatal,Airplane,N9870B,AERONCA,CHAMPION,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,AERONCA CHAMPION
20070824X01239,Accident,SEA07CA215,2007-07-26,"CHINO, CA",United States,Non-Fatal,Airplane,N919BD,CESSNA,305-C,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 305-C
20070909X01341,Accident,NYC07LA177,2007-07-26,"SCIENCE HILL, KY",United States,Fatal(1),Airplane,N2354J,BEECH,BE-23,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,BEECH BE-23
20070807X01128,Accident,DEN07CA128,2007-07-26,"GRAND JUNCTION, CO",United States,Non-Fatal,Airplane,N1049V,CESSNA,182T,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182T
20070911X01369,Accident,CHI07CA247,2007-07-26,"KANSAS CITY, MO",United States,Non-Fatal,Airplane,N197T,PIPER,PA-18-135,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-18-135
20070810X01164,Accident,CHI07CA231,2007-07-26,"STURTEVANT, WI",United States,Non-Fatal,Airplane,N613KP,BEECH,A36,No,Part 91: General Aviation,0.0,0.0,0.0,5.0,0.0,BEECH A36
20080227X00241,Accident,ATL07CA109,2007-07-26,"NEWPORT, RI",United States,Non-Fatal,Airplane,N51250,CESSNA,172P,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172P
20070904X01301,Accident,NYC07CA185,2007-07-27,"WALLKILL, NY",United States,Non-Fatal,Airplane,N435A,BEECH,65-A90,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,BEECH 65-A90
20070810X01168,Accident,CHI07CA236,2007-07-27,"BERRYVILLE, AR",United States,Non-Fatal,Airplane,N5094P,PIPER,PA-24-180,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-24-180
20070810X01166,Accident,CHI07CA234,2007-07-27,"GEORGETOWN, OH",United States,Non-Fatal,Airplane,N2306L,BEECH,23,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH 23
20070930X01478,Accident,SEA07CA219,2007-07-28,"ARCO, ID",United States,Non-Fatal,Airplane,N3446C,CESSNA,170 B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 170 B
20070830X01274,Accident,LAX07CA237,2007-07-28,"REDLANDS, CA",United States,Non-Fatal,Airplane,N8973A,BEECH,C35,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,BEECH C35
20070906X01320,Accident,CHI07CA239,2007-07-28,"COOK, MN",United States,Non-Fatal,Airplane,N22198,CESSNA,150H,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 150H
20070823X01228,Accident,CHI07CA245,2007-07-29,"NEW HUDSON, MI",United States,Non-Fatal,Airplane,N222UN,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172N
20070831X01279,Accident,SEA07CA222,2007-07-30,"ST. GEORGE, UT",United States,Non-Fatal,Airplane,N416SM,PIPER,PA-18-150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-18-150
20070828X01248,Accident,DFW07CA174,2007-07-30,"Garwood, TX",United States,Non-Fatal,Airplane,N9298R,CESSNA,A188B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,CESSNA A188B
20071005X01528,Accident,NYC07CA181,2007-07-31,"WINCHESTER, VA",United States,Non-Fatal,Airplane,N2893G,PIPER,PA-28-161,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-28-161
20070904X01304,Accident,NYC07CA179,2007-07-31,"MONTAUK, NY",United States,Non-Fatal,Airplane,N284HP,PIPER,PA-28-181,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28-181
20070817X01204,Accident,CHI07CA253,2007-08-01,"DULUTH, MN",United States,Non-Fatal,Airplane,N5016E,CESSNA,180A,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 180A
20070913X01391,Accident,CHI07CA248,2007-08-01,"BISMARK, ND",United States,Non-Fatal,Airplane,N529R,BEECH,B60,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH B60
20070920X01425,Accident,ANC07CA072,2007-08-01,"ANAKTUVUK PASS, AK",United States,Non-Fatal,Airplane,N40832,PIPER,PA-18,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-18
20070928X01472,Accident,LAX07CA232,2007-08-03,"EAGLE POINT, OR",United States,Non-Fatal,Airplane,N919CA,PIPER,PA-28-180,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,PIPER PA-28-180
20070908X01337,Accident,LAX07CA243,2007-08-04,"BIG CREEK, ID",United States,Non-Fatal,Airplane,N9356K,PIPER,PA-34-200T,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-34-200T
20070908X01338,Accident,LAX07CA244,2007-08-05,"JEAN, NV",United States,Non-Fatal,Airplane,N9ET,BEECH,36,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,BEECH 36
20071018X01617,Accident,CHI07CA258,2007-08-05,"WESTERLY, RI",United States,Non-Fatal,Airplane,N65HM,AERONCA,7AC,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AERONCA 7AC
20070815X01188,Accident,DEN07MA134,2007-08-05,"Ruidoso, NM",United States,Fatal(5),Airplane,N369CD,BEECH,E90B,No,Part 135: Air Taxi & Commuter,5.0,0.0,0.0,0.0,5.0,BEECH E90B
20070907X01323,Accident,CHI07CA250,2007-08-05,"Vinton, IA",United States,Non-Fatal,Airplane,N48558,GRUMMAN,G-164A,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,0.0,GRUMMAN G-164A
20070908X01339,Accident,LAX07CA242,2007-08-06,"SISTERS, OR",United States,Non-Fatal,Airplane,N7604X,CESSNA,172B,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172B
20071025X01660,Accident,ANC07CA074,2007-08-06,"KING SALMON, AK",United States,Non-Fatal,Airplane,N39302,PIPER,PA-18,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-18
20070912X01387,Accident,SEA07CA224,2007-08-07,"OCEANSIDE, CA",United States,Non-Fatal,Airplane,N968J,CESSNA,421B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 421B
20070905X01316,Accident,ANC07CA075,2007-08-07,"SKWENTNA, AK",United States,Non-Fatal,Airplane,N7741A,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 180
20070909X01342,Accident,NYC07LA187,2007-08-08,"CHAMBLEE, GA",United States,Non-Fatal,Airplane,N969CB,CESSNA,T337G,No,Part 91: General Aviation,0.0,2.0,0.0,0.0,2.0,CESSNA T337G
20070829X01262,Accident,DFW07CA181,2007-08-08,"GARDEN CITY, TX",United States,Non-Fatal,Airplane,N4827J,CESSNA,A188B,No,Part 137: Agricultural,0.0,1.0,0.0,0.0,1.0,CESSNA A188B
20071011X01549,Accident,CHI07CA270,2007-08-08,"CHESTERFIELD, MO",United States,Non-Fatal,Airplane,N201LE,MOONEY,M20J,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,MOONEY M20J
20071011X01545,Accident,CHI07CA262,2007-08-08,"BLOOMINGTON, IN",United States,Non-Fatal,Airplane,N1837Y,BEECH,BE-77,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH BE-77
20071025X01661,Accident,ANC07CA076,2007-08-08,"TALKEETNA, AK",United States,Non-Fatal,Airplane,N56366,MAULE,M-5-235,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,MAULE M-5-235
20071011X01554,Accident,SEA07CA225,2007-08-09,"BREMERTON, WA",United States,Non-Fatal,Airplane,N1298M,CESSNA,182P,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182P
20070912X01390,Accident,CHI07CA259,2007-08-09,"CRESTON, IA",United States,Non-Fatal,Airplane,N9195G,AIR TRACTOR,AT-502,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-502
20071011X01547,Accident,CHI07CA264,2007-08-10,"JASPER, MN",United States,Non-Fatal,Airplane,N52998,CESSNA,182,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182
20071107X01752,Accident,CHI07CA263,2007-08-10,"PRINCETON, MN",United States,Non-Fatal,Airplane,N2311C,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,CESSNA 180
20071011X01560,Accident,CHI07CA261,2007-08-10,"FORT WAYNE, IN",United States,Non-Fatal,Airplane,N3794Y,CESSNA,210 D,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 210 D
20070831X01281,Accident,SEA07CA230,2007-08-12,"SAN DIEGO, CA",United States,Non-Fatal,Airplane,N1031D,CESSNA,195,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 195
20071018X01618,Accident,CHI07CA268,2007-08-12,"COOKSVILLE, IL",United States,Non-Fatal,Airplane,N61352,AIR TRACTOR,AT-502B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-502B
20070911X01367,Accident,CHI07CA265,2007-08-12,"HICKSVILLE, OH",United States,Non-Fatal,Airplane,N6837U,MOONEY,M20-C,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,MOONEY M20-C
20071106X01742,Accident,DFW07CA182,2007-08-13,"MONTROSE, PA",United States,Non-Fatal,Airplane,N71162,CESSNA,182,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 182
20071004X01499,Accident,DEN07CA154,2007-08-13,"FORT COLLINS, CO",United States,Non-Fatal,Airplane,N249FS,CESSNA,172R,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172R
20070912X01385,Accident,SEA07CA235,2007-08-14,"SEATTLE, WA",United States,Non-Fatal,Airplane,N7657X,CESSNA,172B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172B
20071001X01482,Accident,LAX07CA250,2007-08-14,"PAGE, AZ",United States,Non-Fatal,Airplane,N3464S,CESSNA,182H,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 182H
20071001X01480,Accident,LAX07CA249,2007-08-14,"MOAB, UT",United States,Non-Fatal,Airplane,C-GTHY,AVIAT,HUSKY A-1B,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AVIAT HUSKY A-1B
20070928X01474,Accident,LAX07CA252,2007-08-15,"OLYMPIA, WA",United States,Non-Fatal,Airplane,N4084N,CESSNA,140,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 140
20071001X01483,Accident,LAX07CA251,2007-08-15,"COEUR D'ALENE, ID",United States,Non-Fatal,Airplane,N756MN,CESSNA,R182,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA R182
20071129X01872,Accident,DFW07CA213,2007-08-15,"TUNICA, MS",United States,Non-Fatal,Airplane,N7906W,PIPER,PA-28-180,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28-180
20070911X01363,Accident,ATL07CA118,2007-08-15,"FRONT ROYAL, VA",United States,Non-Fatal,Airplane,N6455R,PIPER,PA28-140,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA28-140
20071005X01521,Incident,NYC07IA199,2007-08-15,"Alton, IL",United States,Incident,Airplane,N3120T,PIPER,PA-32R-301T,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-32R-301T
20071001X01484,Accident,LAX07CA256,2007-08-16,"KEYSTONE HEIGHT, FL",United States,Non-Fatal,Airplane,N11449,CESSNA,150L,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 150L
20070928X01473,Accident,LAX07CA255,2007-08-16,"HEBER, UT",United States,Non-Fatal,Airplane,N7947R,BEECH,D55,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BEECH D55
20070823X01233,Accident,ANC07MA083,2007-08-16,"Ketchikan, AK",United States,Fatal(5),Airplane,N345KA,DE HAVILLAND,DHC-2,No,Part 135: Air Taxi & Commuter,5.0,4.0,0.0,0.0,9.0,DE HAVILLAND DHC-2
20071011X01555,Accident,CHI07CA282,2007-08-17,"GRAND RAPIDS, MI",United States,Non-Fatal,Airplane,N9153Y,MOONEY,M20M,No,Part 91: General Aviation,0.0,0.0,0.0,5.0,0.0,MOONEY M20M
20070907X01325,Accident,CHI07CA274,2007-08-17,"GRANT, NE",United States,Non-Fatal,Airplane,N89492,CESSNA,140,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 140
20070928X01476,Accident,ANC07CA087,2007-08-17,"BETTLES, AK",United States,Non-Fatal,Airplane,N717E,MAULE,M7,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,MAULE M7
20071016X01590,Accident,NYC07CA195,2007-08-18,"WINSTON-SALEM, NC",United States,Non-Fatal,Airplane,N7125Q,CESSNA,172L,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172L
20070920X01423,Accident,ANC07CA089,2007-08-18,"ILIAMNA, AK",United States,Non-Fatal,Airplane,N4773U,CESSNA,U206G,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA U206G
20071026X01667,Accident,LAX07CA254,2007-08-19,"LEAVENWORTH, WA",United States,Non-Fatal,Airplane,N5967A,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,2.0,2.0,0.0,CESSNA 172
20070911X01364,Accident,DEN07CA139,2007-08-19,"LAKE CITY, CO",United States,Non-Fatal,Airplane,N185MR,CESSNA,A185F,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA A185F
20070918X01408,Accident,ATL07CA117,2007-08-20,"CHARLOTTE, NC",United States,Non-Fatal,Airplane,N7410G,CESSNA,172K,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 172K
20071105X01729,Accident,NYC07FA200,2007-08-22,"NICEVILLE, FL",United States,Non-Fatal,Airplane,N1802N,BEECH,C24R,No,Part 91: General Aviation,0.0,2.0,2.0,0.0,2.0,BEECH C24R
20070917X01403,Accident,NYC07LA203,2007-08-23,"VANDEMERE, NC",United States,Non-Fatal,Airplane,N3163T,AIR TRACTOR,AT-301,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-301
20071019X01623,Accident,MIA07CA134,2007-08-23,"LABELLE, FL",United States,Non-Fatal,Airplane,N4824B,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 152
20070905X01314,Accident,CHI07FA279,2007-08-24,"CHEBOYGAN, MI",United States,Fatal(2),Airplane,N96DF,SOCATA,TB-20 TRINIDAD,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,SOCATA TB-20 TRINIDAD
20070912X01386,Accident,SEA07CA241,2007-08-25,"SODA SPRINGS, ID",United States,Non-Fatal,Airplane,N8600L,PIPER,PA-25-235,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,PIPER PA-25-235
20071011X01551,Accident,SEA07CA239,2007-08-25,"COTTAGE GROVE, OR",United States,Non-Fatal,Airplane,N75032,CESSNA,210L,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 210L
20071107X01744,Accident,ATL07CA132,2007-08-25,"MANASSAS, VA",United States,Non-Fatal,Airplane,N733BS,CESSNA,C172N,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA C172N
20080204X00135,Accident,NYC07FAMS1,2007-08-25,"Westhampton, NY",United States,Fatal(1),Airplane,N5067T,PIPER,PA-32-260,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,PIPER PA-32-260
20070920X01420,Accident,ANC07CA084,2007-08-25,"Skwentna, AK",United States,Non-Fatal,Airplane,N1560C,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 180
20071026X01663,Accident,NYC07CA204,2007-08-26,"JULIAN, WV",United States,Non-Fatal,Airplane,N6670A,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,CESSNA 172
20071018X01616,Accident,CHI07CA278,2007-08-26,"HAGERSTOWN, IN",United States,Non-Fatal,Airplane,N15425,PIPER,PA-28-180,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,PIPER PA-28-180
20070830X01273,Accident,ATL07LA119,2007-08-26,"CENTER HILL, FL",United States,Fatal(1),Airplane,N904DZ,CESSNA,P206,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,CESSNA P206
20070912X01382,Accident,SEA07CA236,2007-08-27,"REDDING, CA",United States,Non-Fatal,Airplane,N8280E,CESSNA,182R,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 182R
20070918X01407,Accident,ATL07CA121,2007-08-27,"POMPANO BEACH, FL",United States,Non-Fatal,Airplane,N61265,BEECH,BE-76,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BEECH BE-76
20071012X01578,Accident,SEA07CA244,2007-08-29,"SALOME, AZ",United States,Non-Fatal,Airplane,N8521Z,AIR TRACTOR,AT-502B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR AT-502B
20071012X01577,Accident,SEA07CA243,2007-08-29,"BAKERSFIELD, CA",United States,Non-Fatal,Airplane,N3544Z,CESSNA,172S,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20071012X01580,Accident,SEA07CA257,2007-08-30,"DUNSMUIR, CA",United States,Non-Fatal,Airplane,N2001S,CESSNA,182Q,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 182Q
20080321X00347,Accident,NYC07LA206,2007-08-30,"SEVIERVILLE, TN",United States,Non-Fatal,Airplane,N3077Q,PIPER,PA-28-181,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28-181
20071005X01524,Accident,ATL07CA124,2007-08-30,"PAWTUCKET, RI",United States,Non-Fatal,Airplane,N2459Y,CESSNA,C172R,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA C172R
20080118X00078,Accident,LAX07CA289,2007-08-31,"REEDLEY, CA",United States,Non-Fatal,Airplane,N1544K,LUSCOMBE,8A,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,LUSCOMBE 8A
20071004X01512,Accident,DEN07CA151,2007-08-31,"RAWLINS, WY",United States,Non-Fatal,Airplane,N3914Z,PIPER,PA-18-150,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-18-150
20071011X01540,Accident,CHI07LA287,2007-08-31,"FORT WAYNE, IN",United States,Non-Fatal,Airplane,N231BQ,MOONEY,M20K,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,MOONEY M20K
20071011X01556,Accident,CHI07CA284,2007-08-31,"EAU CLAIRE, WI",United States,Non-Fatal,Airplane,N7321S,CESSNA,182P,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182P
20071004X01510,Accident,LAX07CA261,2007-09-01,"SAN JOSE, CA",United States,Non-Fatal,Airplane,N5479A,CESSNA,T210N,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA T210N
20070927X01457,Accident,DFW07CA192,2007-09-01,"EDMOND, OK",United States,Non-Fatal,Airplane,N65PG,BOEING,1942,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BOEING 1942
20070907X01326,Accident,MIA07FA137,2007-09-01,"Elizabethton, TN",United States,Fatal(5),Airplane,N326DK,BEECH,A36,No,Part 91: General Aviation,5.0,0.0,0.0,0.0,5.0,BEECH A36
